student_name,branch,sem1_sub1_mark,sem1_sub2_mark,sem1_sub3_mark,sem1_sub4_mark,sem2_sub1_mark,sem2_sub2_mark,sem2_sub3_mark,sem2_sub4_mark,sem3_sub1_mark,sem3_sub2_mark,sem3_sub3_mark,sem3_sub4_mark,sem4_sub1_mark,sem4_sub2_mark,sem4_sub3_mark,sem4_sub4_mark,club_hours
Akhil Chopra,MECH,91,94,99,67,63,70,57,88,75,79,74,83,74,83,77,54,100
Ansh Singh,MECH,16,14,24,46,24,24,35,44,39,28,19,0,4,18,20,12,54
Aarush Mehra,EEE,72,64,92,70,99,69,95,64,58,82,91,56,83,58,97,84,84
Utkarsh Verma,CIVIL,85,90,65,54,83,73,53,76,56,79,70,97,81,61,85,84,86
Abhinav Bansal,MECH,51,81,59,100,59,83,85,57,82,80,82,96,100,55,100,81,97
Harsh Chopra,CSE,66,77,56,88,70,78,59,88,70,90,51,65,93,90,54,66,90
Surya Varma,ECE,50,50,51,61,64,97,90,71,58,96,99,70,97,85,92,60,91
Pranav Yadav,CSE,70,96,59,57,92,64,65,68,72,50,84,75,82,66,76,57,83
Mayank Yadav,EEE,33,9,22,41,48,10,11,22,37,0,18,25,10,49,2,18,15
Vikram Jha,ECE,72,92,52,82,92,75,89,73,98,63,78,78,94,61,81,53,90
Harsh Saxena,AIDS,59,60,73,66,97,53,52,57,90,50,53,57,82,70,88,81,90
Abhinav Sinha,AIDS,72,99,95,52,88,88,75,62,95,58,82,93,62,92,80,81,81
Aryan Bansal,CIVIL,68,73,50,78,55,79,95,89,77,81,82,53,72,95,51,96,99
Aniket Jha,ECE,52,95,81,85,59,82,66,73,54,63,91,68,54,76,70,72,81
Atharva Kapoor,AIDS,53,68,51,88,94,71,50,72,97,81,53,77,84,62,98,82,91
Aniket Jha,AIDS,43,12,45,7,44,21,44,2,42,41,47,41,5,14,11,31,74
Surya Patel,CIVIL,62,50,70,54,91,96,94,72,71,79,59,58,62,98,89,80,80
Shivam Verma,CIVIL,61,67,88,80,90,83,73,63,67,66,68,87,98,68,77,83,96
Akhil Bansal,EEE,75,61,70,60,54,92,54,69,95,65,74,79,51,96,63,55,97
Nikhil Singh,MECH,57,53,68,66,63,96,84,82,91,88,77,97,97,99,66,82,82
Tanish Mehra,EEE,94,94,74,70,82,79,57,89,94,56,51,76,73,63,57,53,84
Ayush Sharma,MECH,83,56,97,91,65,93,80,76,61,53,72,56,82,58,86,64,83
Mohit Reddy,ECE,21,49,40,19,30,0,20,39,20,21,7,46,46,4,43,49,68
Aman Bansal,CIVIL,85,72,92,80,82,93,89,77,50,96,63,57,66,56,86,87,99
Manav Kapoor,CIVIL,55,66,88,84,60,51,91,92,69,54,95,77,54,70,71,57,83
Raj Verma,EEE,68,60,56,66,68,73,57,96,96,53,51,89,93,79,54,88,86
Aarav Chopra,CIVIL,61,74,77,72,51,58,60,85,62,77,56,70,93,94,68,89,98
Aarush Agarwal,EEE,76,98,100,59,92,75,67,52,87,53,57,83,63,84,80,90,92
Sahil Tiwari,EEE,86,77,56,77,82,78,51,84,56,90,76,53,56,86,88,64,86
Rohan Varma,AIDS,32,19,8,4,39,36,1,10,42,29,25,31,42,30,1,2,33
Rishi Saxena,EEE,59,69,82,54,51,72,55,96,94,80,54,64,64,92,94,56,87
Pranav Yadav,MECH,55,70,68,72,61,69,64,79,99,77,83,57,89,80,65,93,100
Krish Verma,CSE,73,72,54,63,99,91,78,53,87,80,58,80,58,82,98,65,94
Yash Sharma,ECE,91,93,63,92,97,92,92,63,89,99,67,86,71,85,94,50,80
Manav Sinha,ECE,50,78,51,60,89,55,90,99,57,82,51,97,61,55,68,78,92
Shreyas Mehra,CIVIL,78,79,57,55,87,76,50,65,99,70,71,63,55,80,70,63,95
Tanish Gupta,ECE,6,31,5,35,28,31,22,28,47,2,21,41,45,17,17,31,34
Advait Singh,AIDS,92,96,54,71,95,96,64,100,62,53,52,71,64,99,51,98,92
Ankur Mehra,ECE,94,68,87,91,91,65,54,51,56,66,96,89,95,51,72,92,98
Aryan Sinha,CSE,88,82,83,64,86,92,91,98,65,95,68,87,64,74,85,100,100
Aniket Deshmukh,AIDS,60,73,68,66,67,67,66,56,68,99,100,61,89,64,50,57,84
Ankur Agarwal,AIDS,68,73,71,100,90,62,92,66,81,96,91,95,63,72,63,53,87
Samarth Patel,ECE,81,86,72,85,66,87,71,53,60,70,54,61,96,70,92,100,83
Karan Chopra,CIVIL,13,40,4,34,30,41,20,24,16,23,4,37,15,18,7,10,67
Pranav Patel,AIDS,54,53,52,84,74,65,57,55,98,87,72,73,78,64,93,60,91
Surya Jha,ECE,64,78,53,89,53,65,91,93,54,92,91,58,65,91,63,90,95
Raj Agarwal,CSE,86,70,54,50,70,80,60,82,85,67,100,84,51,59,52,67,85
Krish Singh,EEE,78,86,85,54,56,92,66,63,72,86,87,95,75,79,78,79,90
Vikram Mehra,EEE,68,64,64,63,54,85,92,63,92,51,67,55,51,99,56,79,100
Aarav Patel,EEE,68,80,96,55,73,70,61,63,71,63,57,53,70,86,53,76,80
Karan Gupta,CSE,48,12,40,38,13,20,41,41,5,40,38,40,48,10,26,25,3
Divyansh Singh,EEE,52,73,84,69,98,72,72,64,79,73,85,64,67,67,88,72,97
Ishaan Saxena,EEE,52,81,100,90,50,88,84,89,92,79,67,67,58,87,82,64,83
Mohit Bansal,MECH,84,70,71,78,75,92,76,72,81,62,95,96,75,93,94,85,82
Aryan Gupta,MECH,89,76,52,66,94,70,87,67,51,54,75,56,86,54,54,98,89
Advait Kapoor,MECH,72,83,62,83,90,99,64,87,68,67,78,53,66,68,79,90,99
Aryan Tiwari,AIDS,91,80,90,50,71,98,77,80,50,86,100,58,58,60,71,74,90
Arjun Varma,ECE,17,14,41,45,30,12,33,32,3,41,9,46,41,5,21,35,20
Anirudh Saxena,EEE,99,72,82,70,66,52,66,54,96,79,61,75,54,82,53,83,81
Aniket Tiwari,EEE,66,71,50,90,56,69,57,57,99,61,52,51,94,64,56,56,92
Utkarsh Agarwal,EEE,68,68,60,95,63,98,98,98,52,83,69,98,68,68,72,56,90
Divyansh Deshmukh,CIVIL,75,69,86,84,87,95,97,87,61,54,53,88,79,89,85,95,86
Dhruv Varma,CIVIL,55,56,61,72,93,74,89,51,52,59,95,90,81,85,63,72,96
Aman Saxena,CIVIL,65,94,58,88,98,75,89,88,96,73,83,72,61,67,99,73,87
Yash Agarwal,MECH,42,11,17,27,27,44,43,15,19,44,9,42,45,12,22,20,6
Yash Yadav,EEE,84,77,84,79,83,82,64,75,93,65,59,59,66,99,95,88,85
Nikhil Gupta,MECH,50,74,55,95,59,93,65,68,97,50,56,62,97,64,84,71,92
Akhil Verma,AIDS,69,66,76,92,85,86,78,99,76,75,57,50,57,78,55,79,89
Ishaan Mehra,EEE,78,67,68,52,73,72,77,52,75,59,72,70,51,55,96,53,85
Mohit Mehra,EEE,65,91,56,90,96,96,97,58,74,93,62,72,54,80,94,83,95
Ankur Singh,CSE,84,71,70,95,89,86,79,98,59,72,79,95,73,54,64,72,83
Anirudh Patel,EEE,36,33,45,23,33,17,23,22,16,42,16,32,9,14,34,47,31
Mayank Singh,CSE,99,62,92,100,73,100,68,63,87,70,71,57,61,51,98,95,88
Vedant Verma,EEE,84,53,50,73,67,69,53,92,79,66,90,79,91,100,53,56,80
Karan Mehra,CSE,61,62,93,88,57,60,66,98,61,84,65,85,56,67,85,69,83
Aryan Agarwal,ECE,62,94,74,56,93,57,93,63,63,99,73,50,54,92,79,67,82
Yash Sinha,MECH,64,92,96,94,79,95,82,92,60,64,97,71,60,64,93,91,98
Ansh Gupta,EEE,71,79,93,83,59,77,50,76,84,56,65,51,79,50,57,90,81
Rishi Sharma,MECH,18,9,41,39,27,18,26,17,3,2,21,8,24,36,49,43,19
Karan Sinha,MECH,91,66,76,95,69,69,86,97,90,87,57,91,52,77,75,73,81
Krish Verma,AIDS,100,73,91,95,95,87,98,67,96,75,67,66,67,53,75,96,99
Ishaan Mehra,CIVIL,95,67,63,77,81,87,96,83,95,74,83,59,57,57,54,77,83
Kabir Reddy,CIVIL,90,81,89,62,93,67,59,87,66,69,86,71,78,97,91,83,84
Arjun Sharma,MECH,81,66,92,70,62,69,96,86,68,53,86,62,70,100,84,94,81
Arjun Deshmukh,ECE,60,54,52,64,89,76,61,89,73,67,63,60,97,73,58,83,90
Ishaan Tiwari,MECH,7,16,36,19,4,48,6,26,48,39,42,12,6,13,21,45,30
Manav Mehra,MECH,64,61,79,98,69,64,96,94,55,67,50,50,91,50,72,57,84
Shreyas Tiwari,MECH,78,61,96,88,93,65,91,56,89,88,81,88,65,83,93,93,83
Ishaan Deshmukh,AIDS,87,83,89,70,61,64,95,99,79,55,66,90,99,94,83,78,88
Ishaan Gupta,CIVIL,70,100,96,96,59,91,86,77,88,63,54,85,57,77,78,87,96
Nikhil Sinha,MECH,83,72,94,100,56,51,54,83,93,60,54,75,79,86,100,75,92
Siddharth Patel,CSE,100,90,63,94,52,53,71,60,57,85,79,88,51,84,82,76,98
Harsh Sinha,CIVIL,35,24,2,48,25,45,37,20,19,13,27,6,26,26,32,7,34
Surya Bansal,AIDS,67,70,95,69,58,80,97,50,52,59,66,82,59,91,50,59,83
Shreyas Bansal,CIVIL,92,73,89,97,83,51,65,70,89,71,76,84,61,89,67,82,95
Sahil Sinha,CIVIL,92,66,69,53,56,52,77,99,90,55,58,70,53,94,95,91,87
Kabir Yadav,ECE,78,86,100,52,70,87,99,82,55,94,80,82,52,71,88,58,88
Aniket Jha,EEE,69,56,65,75,58,59,73,54,89,84,86,51,59,69,58,76,97
Vedant Singh,EEE,100,98,60,88,94,100,63,57,67,85,57,95,58,68,99,64,80
Krish Chopra,CIVIL,15,12,23,7,15,49,4,18,33,32,3,35,40,10,19,34,54
Surya Sinha,AIDS,54,53,54,96,69,86,83,55,71,61,89,63,71,90,74,96,90
Mohit Jha,MECH,53,66,53,59,63,97,53,53,68,61,66,98,85,100,90,71,87
Ankur Singh,AIDS,60,56,86,64,74,72,80,65,75,89,67,71,77,76,73,76,82
Dhruv Bansal,EEE,82,51,76,79,94,90,90,67,72,74,86,100,79,92,91,69,86
Manav Saxena,CIVIL,94,88,80,90,77,62,97,58,58,73,67,92,98,77,60,86,80
Mohit Tiwari,CSE,67,94,69,66,81,82,78,55,90,90,69,69,85,60,61,79,81
Raj Sharma,CSE,20,3,35,16,20,43,0,14,43,22,39,3,18,39,47,22,58
Nikhil Reddy,ECE,91,80,88,69,69,78,58,66,70,62,52,70,78,55,63,54,97
Siddharth Patel,CSE,85,91,56,73,76,61,72,53,65,52,76,69,70,68,69,84,96
Tanish Jha,CSE,91,69,82,50,90,98,55,56,60,58,72,86,73,54,64,95,93
Manav Reddy,CIVIL,81,86,62,56,99,93,95,54,67,83,52,55,95,84,81,51,85
Rohan Yadav,MECH,90,81,75,70,85,69,71,56,86,69,85,59,80,59,83,82,87
Anirudh Deshmukh,AIDS,98,55,91,67,63,73,61,65,91,97,96,96,56,57,54,52,99
Ishaan Verma,AIDS,23,28,29,43,39,9,26,28,7,14,46,15,38,18,12,0,13
Aarush Chopra,MECH,73,93,90,97,98,66,57,98,68,82,55,99,84,72,86,56,85
Mohit Mehra,CIVIL,58,67,83,92,100,88,79,51,86,85,82,57,92,89,78,83,100
Harsh Singh,CSE,100,52,89,61,98,60,85,68,97,74,59,98,70,91,93,71,88
Abhinav Varma,ECE,69,75,63,97,74,76,91,76,51,59,61,59,100,95,58,50,100
Vedant Saxena,CSE,99,56,66,62,58,94,93,76,84,70,75,78,81,78,67,91,98
Abhinav Kapoor,CSE,52,69,57,76,86,68,57,55,91,58,65,55,91,56,53,87,96
Manav Sharma,EEE,13,43,27,32,0,5,28,48,32,17,36,18,17,48,24,44,23
Siddharth Saxena,AIDS,67,71,60,59,64,94,100,67,99,85,57,64,70,72,52,99,93
Shreyas Gupta,ECE,67,93,72,88,67,69,92,57,86,66,86,80,64,82,51,99,80
Aarush Jha,MECH,52,74,71,51,77,98,68,93,64,97,80,55,73,59,57,87,84
Sahil Mehra,EEE,93,67,65,91,55,55,92,92,100,56,53,98,84,96,91,68,99
Yash Kapoor,CIVIL,90,93,90,58,87,51,96,96,60,92,73,52,51,92,77,92,94
Ishaan Agarwal,CSE,64,75,80,53,97,97,77,76,61,67,86,61,91,97,96,98,87
Ishaan Mehra,CIVIL,3,47,11,34,28,3,48,4,10,34,17,49,45,36,7,48,63
Aman Tiwari,ECE,93,98,70,69,78,58,65,54,65,97,70,91,68,61,98,68,85
Aman Jha,CIVIL,64,86,59,50,92,100,97,52,84,68,88,100,99,53,66,80,88
Yash Gupta,AIDS,92,98,75,80,79,97,51,65,95,80,59,100,90,89,62,98,86
Vedant Sharma,MECH,94,98,59,83,57,85,65,84,55,80,57,56,56,70,57,75,80
Surya Reddy,ECE,89,97,51,66,86,93,80,72,95,81,81,94,64,95,96,70,86
Tanish Bansal,ECE,62,57,90,73,71,58,74,76,84,90,99,74,74,55,57,88,80
Aditya Mehra,MECH,6,39,11,26,12,46,13,45,4,22,32,19,1,24,0,16,28
Vedant Jha,CIVIL,69,99,79,59,71,62,78,79,79,67,88,68,90,77,78,97,83
Mayank Verma,ECE,57,53,78,53,50,50,61,77,59,69,59,56,90,74,83,93,87
Siddharth Tiwari,CIVIL,95,66,96,92,97,66,89,78,63,80,90,97,80,89,70,72,88
Samarth Sinha,CSE,94,63,54,54,74,95,91,88,54,95,68,99,61,58,76,68,95
Krish Kapoor,EEE,50,91,64,52,90,89,83,65,78,89,96,91,100,86,98,66,81
Pranav Deshmukh,EEE,82,89,95,71,86,82,100,79,70,66,83,70,73,61,62,60,98
Aniket Patel,MECH,33,38,24,4,41,47,35,25,30,43,25,26,17,11,14,32,56
Pranav Bansal,MECH,68,77,53,67,90,99,96,63,61,66,75,60,80,58,79,85,94
Harsh Reddy,MECH,65,90,100,95,99,97,61,72,67,73,98,52,87,83,56,64,84
Yash Bansal,AIDS,84,70,71,76,83,53,70,75,99,78,93,72,66,58,88,88,81
Pranav Gupta,AIDS,63,98,91,71,66,88,61,92,100,98,67,63,94,99,97,88,96
Surya Tiwari,AIDS,84,88,55,66,80,64,96,100,73,52,74,71,69,63,97,59,82
Pranav Sharma,EEE,97,79,85,61,66,55,55,71,57,73,82,54,90,80,83,76,98
Samarth Gupta,EEE,15,17,1,39,37,21,36,22,45,18,10,8,18,26,40,31,1
Ayush Patel,EEE,51,53,90,61,86,85,51,64,53,93,98,52,65,76,86,63,82
Mayank Reddy,ECE,100,81,77,62,83,83,54,80,53,70,95,94,94,95,76,62,91
Tanish Saxena,ECE,98,79,62,89,90,58,91,74,95,91,76,51,62,55,75,52,83
Rahul Chopra,AIDS,82,59,59,54,56,59,56,71,57,98,62,72,52,57,90,81,93
Sahil Verma,AIDS,84,93,98,89,72,94,60,88,81,87,72,92,72,53,84,65,86
Rahul Tiwari,EEE,69,86,59,98,62,87,87,52,66,69,96,98,89,86,56,83,88
Arjun Deshmukh,MECH,47,36,46,11,32,0,45,22,8,22,21,22,37,45,7,12,0
Vedant Yadav,ECE,55,56,52,87,95,60,67,88,79,89,88,95,54,58,96,100,96
Kabir Varma,AIDS,62,90,60,61,63,68,84,89,59,91,56,78,83,92,86,54,80
Ankur Reddy,ECE,77,71,72,94,94,92,52,78,89,88,60,60,80,87,55,57,90
Akhil Saxena,EEE,67,90,56,85,100,78,66,59,68,77,98,74,75,52,70,90,81
Dhruv Agarwal,AIDS,92,100,74,53,94,97,55,54,54,80,94,62,63,94,75,70,82
Aditya Chopra,ECE,90,76,76,65,85,68,95,90,64,62,66,61,78,60,89,87,89
Yash Jha,ECE,7,0,37,23,25,24,40,35,48,47,4,44,49,41,2,10,36
Aniket Saxena,EEE,83,76,94,68,99,85,69,51,83,54,62,90,91,64,86,67,88
Aryan Varma,AIDS,69,84,57,86,65,97,88,68,71,95,96,50,69,61,57,77,80
Anirudh Gupta,CSE,90,73,87,78,56,78,61,76,88,57,61,74,97,61,54,71,98
Mohit Varma,CIVIL,94,71,78,98,55,72,82,61,50,61,90,51,67,93,50,51,86
Utkarsh Agarwal,MECH,53,76,62,99,56,77,89,87,55,75,62,66,50,57,53,61,95
Shreyas Sinha,CIVIL,96,71,77,86,71,73,55,81,93,50,76,50,81,55,99,98,95
Mohit Mehra,EEE,6,23,38,20,4,27,28,8,19,24,22,6,3,11,13,27,34
Aarush Saxena,AIDS,69,72,66,86,62,56,51,81,59,92,73,74,66,64,84,51,100
Divyansh Chopra,AIDS,81,89,82,83,90,84,73,61,92,60,61,87,97,73,78,73,86
Aarush Jha,EEE,77,50,52,61,69,69,54,51,55,67,78,58,90,74,65,80,80
Abhinav Yadav,ECE,88,76,78,58,89,79,98,66,77,66,68,100,65,79,78,62,83
Aniket Sharma,MECH,99,58,61,90,55,99,78,50,77,94,64,91,90,91,68,62,82
Surya Sharma,CSE,53,77,70,60,72,62,81,58,91,62,86,65,54,85,52,61,82
Aarav Chopra,CSE,25,2,6,8,49,40,44,0,19,9,15,7,1,31,23,47,59
Rahul Sharma,EEE,87,65,85,93,63,59,58,93,53,50,54,52,94,94,53,85,90
Surya Kapoor,EEE,72,99,89,85,96,87,76,52,86,53,90,72,85,59,87,53,90
Raj Varma,CSE,53,70,98,80,69,96,92,61,60,68,97,88,94,89,68,65,100
Aryan Chopra,CIVIL,53,87,98,52,57,70,54,61,87,81,84,91,71,79,65,70,97
Nikhil Gupta,MECH,85,70,96,81,65,82,63,91,71,51,72,83,83,96,56,75,100
Ayush Agarwal,AIDS,98,95,71,75,54,99,97,94,55,61,95,89,82,77,76,64,87
Raj Agarwal,CSE,45,4,30,30,29,14,7,3,26,21,47,34,41,4,29,31,22
Vedant Deshmukh,ECE,76,58,57,66,79,68,55,60,62,95,52,88,56,76,79,86,92
Anirudh Mehra,CIVIL,99,64,76,75,60,100,92,50,56,60,54,73,98,73,61,60,97
Mayank Singh,ECE,95,97,99,87,82,100,66,85,50,100,58,54,59,71,55,94,84
Vedant Yadav,EEE,95,67,89,67,88,70,83,75,64,64,91,81,87,65,81,57,89
Anish Chopra,EEE,90,71,70,68,79,99,87,80,81,55,90,84,68,55,71,74,81
Anish Verma,CIVIL,97,67,66,100,55,93,66,75,77,60,76,98,91,63,75,66,95
Atharva Mehra,CIVIL,29,11,5,49,15,42,48,43,35,46,5,22,32,18,38,5,11
Aman Bansal,AIDS,72,97,93,69,80,78,97,55,73,64,68,76,87,85,71,92,81
Atharva Yadav,AIDS,72,88,81,56,61,96,50,73,63,53,99,70,94,97,57,51,85
Krish Agarwal,CIVIL,70,93,57,96,52,59,71,71,58,55,89,54,90,92,94,50,84
Raj Deshmukh,AIDS,87,99,74,69,85,65,95,61,74,67,55,92,62,81,56,84,90
Mohit Jha,CIVIL,64,63,82,53,54,57,82,78,54,96,76,75,63,76,60,79,97
Ishaan Singh,ECE,56,67,57,91,55,98,56,94,64,58,92,69,89,50,68,78,90
Divyansh Bansal,ECE,1,44,7,18,39,8,3,25,12,35,28,25,36,44,11,10,70
Ayush Mehra,AIDS,98,70,99,58,82,80,59,93,53,54,63,69,83,59,90,60,89
Anish Mehra,AIDS,86,64,84,78,56,83,66,90,83,86,81,100,100,70,97,77,94
Vedant Sinha,CSE,81,75,59,54,89,56,95,80,86,69,84,83,98,61,68,71,96
Utkarsh Chopra,EEE,84,56,81,73,86,84,76,97,76,86,91,96,72,59,86,91,92
Pranav Tiwari,CIVIL,54,94,76,84,97,53,76,92,84,80,99,61,79,67,83,96,83
Pranav Kapoor,CSE,90,73,81,96,64,58,98,75,54,76,82,75,96,88,66,60,91
Aditya Patel,AIDS,30,7,0,26,31,44,35,29,4,38,44,9,20,32,15,19,0
Siddharth Gupta,CSE,51,100,81,62,71,92,75,89,100,92,86,79,94,82,66,54,86
Atharva Varma,CSE,71,89,57,88,59,96,53,53,87,90,73,77,89,58,54,68,98
Aditya Sharma,ECE,74,97,80,67,89,95,97,90,67,63,51,72,61,74,50,73,87
Aman Kapoor,CSE,56,77,88,67,66,90,71,69,61,99,50,52,86,80,97,95,87
Ansh Kapoor,CSE,79,97,89,64,94,59,56,90,70,96,85,60,92,98,68,92,80
Siddharth Deshmukh,CSE,82,81,75,74,82,92,51,96,62,51,98,83,98,98,84,97,87
Mayank Mehra,CIVIL,41,34,24,33,11,34,3,44,10,33,33,9,13,11,2,18,61
Arjun Sinha,AIDS,92,58,86,70,59,68,75,95,85,76,56,76,64,53,56,64,86
Aniket Deshmukh,CSE,73,84,71,71,61,85,78,99,75,72,76,76,87,52,74,57,99
Raj Yadav,ECE,61,77,97,72,62,66,84,100,61,91,63,58,96,93,70,59,94
Manav Bansal,CSE,77,59,79,65,71,73,56,86,66,79,56,54,51,83,57,68,83
Vedant Kapoor,CIVIL,85,54,86,95,89,67,93,88,64,86,69,94,67,88,92,81,83
Aditya Kapoor,CSE,67,52,57,83,75,93,95,64,79,79,54,98,53,64,99,74,82
Mohit Jha,CIVIL,6,29,4,16,2,7,16,35,18,3,3,37,35,33,28,46,5
Aarav Mehra,EEE,100,56,62,50,65,58,94,82,94,58,54,50,87,51,93,78,99
Sahil Varma,AIDS,79,58,76,58,57,53,89,53,78,69,100,94,93,94,50,100,91
Ayush Patel,ECE,88,76,66,71,53,88,97,95,54,70,88,79,57,67,53,74,94
Abhinav Sharma,MECH,68,52,90,52,71,58,87,88,84,50,56,58,53,81,74,56,86
Krish Saxena,ECE,81,63,74,50,85,78,92,67,78,90,88,70,75,90,97,75,98
Divyansh Sinha,CIVIL,92,69,83,100,78,83,58,69,64,75,74,69,69,97,84,80,95
Tanish Reddy,MECH,37,41,12,24,17,10,49,45,10,36,8,26,13,28,23,20,47
Samarth Deshmukh,EEE,86,82,67,68,94,80,77,52,51,80,79,72,60,72,52,66,88
Mohit Singh,ECE,95,80,91,89,51,58,62,58,68,56,78,65,87,86,72,58,93
Aman Bansal,MECH,81,75,52,52,57,85,91,60,54,84,66,91,99,74,95,70,97
Akhil Verma,CIVIL,97,87,100,58,92,92,60,96,77,64,50,98,73,95,85,79,97
Kabir Verma,CSE,58,93,63,82,57,97,82,64,72,97,73,56,52,89,64,77,97
Vikram Singh,CIVIL,87,92,83,67,93,81,81,60,76,52,78,52,52,73,88,76,95
Rishi Bansal,CSE,41,41,43,35,32,20,18,46,10,18,24,1,31,42,24,15,35
Divyansh Kapoor,ECE,82,92,84,88,60,83,99,52,83,91,86,73,73,63,62,63,99
Aman Saxena,EEE,87,93,55,64,52,72,71,65,95,97,51,90,92,84,58,100,89
Tanish Deshmukh,EEE,94,93,53,97,93,94,96,76,82,74,68,55,50,66,90,64,96
Manav Singh,ECE,93,68,90,72,81,65,66,81,53,63,64,61,94,63,58,53,96
Divyansh Kapoor,ECE,68,95,61,99,54,75,69,50,73,87,92,86,59,64,62,65,100
Tanish Chopra,MECH,77,84,92,50,57,55,98,78,62,67,87,91,87,99,67,90,97
Advait Varma,MECH,42,27,41,18,8,18,44,43,12,12,40,11,37,24,33,9,54
Advait Deshmukh,CSE,65,86,82,64,81,85,81,97,52,84,76,66,62,74,78,97,84
Harsh Agarwal,CSE,65,87,87,67,55,84,69,100,91,65,70,93,91,83,90,60,82
Divyansh Varma,EEE,71,78,82,59,70,84,69,50,90,75,89,71,89,50,92,76,83
Vedant Patel,EEE,65,94,60,91,70,96,98,96,55,95,54,71,90,58,62,77,99
Pranav Gupta,ECE,58,65,75,54,74,51,72,51,89,72,67,54,61,66,95,65,100
Vedant Bansal,AIDS,83,83,64,85,81,51,57,52,72,78,84,75,88,63,87,72,95
Karan Deshmukh,EEE,15,22,11,23,46,12,7,37,39,28,35,26,10,20,4,37,32
Nikhil Sinha,CIVIL,72,90,75,99,53,98,90,67,84,72,72,84,76,50,90,88,84
Yash Varma,ECE,59,82,81,95,81,82,84,56,68,90,99,91,74,84,67,74,93
Harsh Mehra,ECE,57,91,100,66,53,85,63,81,56,87,84,51,60,72,95,50,97
Shreyas Singh,MECH,68,56,92,55,51,53,82,93,80,97,66,65,82,87,73,61,94
Manav Tiwari,CIVIL,95,51,99,54,62,55,86,87,95,75,84,100,71,72,60,56,81
Manav Gupta,CSE,89,99,99,56,86,71,98,97,73,95,97,75,57,97,97,64,95
Utkarsh Patel,EEE,20,2,20,12,36,11,32,48,27,17,0,19,48,42,40,26,26
Rahul Tiwari,CSE,100,67,61,55,72,81,65,70,99,84,58,73,70,62,72,62,100
Manav Singh,CSE,53,72,86,85,57,75,100,97,81,93,78,56,91,55,84,77,92
Ansh Varma,AIDS,63,100,91,99,71,87,78,72,67,88,76,70,94,83,59,63,82
Aarush Mehra,AIDS,93,66,93,100,83,77,67,94,63,63,60,93,76,62,76,62,84
Aarav Singh,AIDS,59,83,52,83,72,75,57,66,88,64,85,82,90,73,62,85,82
Mayank Kapoor,CSE,50,63,66,70,91,59,89,63,61,69,84,65,56,89,90,68,81
Vikram Mehra,CIVIL,36,11,31,44,15,46,27,27,47,38,18,9,5,7,41,35,14
Aarav Singh,ECE,95,75,57,60,83,84,90,53,100,72,52,81,57,76,65,51,92
Aarush Sharma,CSE,89,51,74,61,99,73,52,98,55,89,54,75,55,58,95,83,82
Karan Kapoor,CSE,99,89,70,96,87,65,90,75,60,92,56,93,71,94,59,68,97
Sahil Patel,ECE,79,70,76,50,72,79,59,73,79,91,54,75,66,78,95,73,87
Ayush Bansal,CSE,67,100,66,83,76,92,81,79,67,60,57,94,57,77,63,78,96
Atharva Reddy,CIVIL,82,83,68,66,74,92,88,51,100,78,80,87,56,57,70,75,85
Vikram Reddy,MECH,18,0,33,17,45,40,32,24,30,2,29,45,37,12,24,39,43
Abhinav Gupta,CIVIL,53,66,99,83,62,76,53,90,98,91,76,66,72,84,68,53,83
Vikram Verma,CIVIL,70,80,60,79,56,99,59,57,87,95,98,52,78,90,64,55,90
Advait Varma,ECE,61,96,77,53,81,86,79,74,87,64,57,57,82,88,63,95,100
Rahul Chopra,AIDS,58,93,69,51,68,84,72,88,58,84,86,59,100,90,83,78,96
Vedant Deshmukh,AIDS,77,55,80,65,72,57,72,52,67,67,57,88,50,57,81,91,81
Mayank Agarwal,CSE,75,66,58,60,65,84,64,71,55,69,94,83,95,57,78,97,84
Anirudh Singh,AIDS,19,12,22,6,16,6,9,3,27,36,32,25,4,14,33,0,2
Akhil Varma,ECE,57,51,88,79,87,80,99,66,92,61,73,87,67,90,93,92,92
Samarth Agarwal,CSE,86,83,77,90,88,74,69,83,65,83,69,98,73,64,56,54,99
Divyansh Agarwal,AIDS,91,64,57,63,63,77,98,71,96,71,100,89,58,77,99,67,99
Dhruv Jha,MECH,90,77,97,56,66,90,54,76,98,83,91,85,77,95,61,97,86
Ankur Saxena,MECH,68,63,99,85,64,86,100,88,72,95,63,67,80,98,82,65,88
Rishi Gupta,ECE,91,82,50,63,92,82,76,67,75,82,92,99,80,57,50,69,98
Vedant Patel,MECH,22,33,24,2,5,49,49,46,43,12,45,49,45,10,35,17,21
Aarav Reddy,CSE,80,69,52,79,91,67,90,72,56,95,50,73,66,80,64,76,83
Divyansh Agarwal,MECH,91,90,99,64,85,54,74,90,80,74,66,52,64,82,60,75,83
Rohan Tiwari,CSE,88,85,67,95,56,100,87,51,74,93,69,58,79,73,81,57,91
Utkarsh Deshmukh,CIVIL,98,68,77,99,53,66,72,91,75,92,54,55,87,74,83,64,86
Ansh Verma,ECE,79,97,53,71,74,65,89,82,76,89,97,89,59,61,54,91,87
Ansh Patel,AIDS,95,59,60,71,75,65,90,66,84,98,85,96,89,91,66,92,99
Tanish Chopra,AIDS,28,7,27,6,45,30,40,48,49,23,11,48,8,15,15,35,60
Raj Saxena,AIDS,54,72,87,92,65,94,98,79,50,69,100,98,93,93,95,57,94
